,tweets_pronouns
285,"¿Acaso mi sangre es de azúcar o algo así? God! Que terrible, ahora y que con Zika. Yvana la atrae mosquitos, Yvana la sangre dulce."
286,"Que onda que hay tantos mosquitos , en cualquier momento me agarra zika"
287,@Macetaminofen jiji gracias a esta peste no se me pegan los mosquitos con el Zika 😎
288,"Me carcomen los mosquitos, capaz que es el zica y yo ni cuenta.😇"
289,me picó un mosquito en la pierna seguro que ahora me muero de zika rip luana 2001-2015 gran persona mejor persona
290,Me picaron tantos mosquitos qué re tengo el zika ya
291,"Le dará el Zika &gt; '@SoyTuPresidenta: Qué horror, fui a mears y me picaron 618373837383 mosquitos en ese momento.'"
292,Esto de estar enfermo de la enfermedad del mosquito zica no me gusta 😭
293,Mi comité de bienvenida al Caribe incluye a este mosquito #Aedesaegypti y el hamletiano 'to zika or not to #zika?' https://t.co/1vUHcY8wnW
294,"#Infografía ¿Qué puedo hacer en mi escuela para evitar los mosquitos del #Chikungunya, #Dengue y #Zika? https://t.co/HHRYG6snvX"
295,"Bueno pense que no me iba a pasar ps uno aplica normas pa controlar al mosquito q transmite el ZICA, pero me dio es MD."
296,En mi casa hay suficientes mosquitos como para llevarle Zika a todo un país pequeño.
297,"@ramonmuchacho El hijo de nuestro vecino con Zika, y aqui en casa protegiendo full a mi abuelita de los mosquitos. Fumigacion en ALTAMIRA!!"
298,ahora que estan con lo del dengue y el zika cada vez que me pica un mosquito pienso me voy a morir real
299,"Tengo tantas picaduras de mosquitos, que es un milagro que no me haya contagiado del Dengue o Zika."
300,"Mi hermano cree que cualquier mosquito le va a transmitir el zika, ojala lo haga así se calma."
301,Me acaban de decir 'señora' esa persona merece que le abra un tarro de mosquitos con el virus ZiKa y se lo tire entero en la cara
302,"Ojala ganemos hoy xq me picaron 2 mosquitos, en el tobillo y espalda y ya me imagino Zika y Dengue. Las cenizas en el Cilindro. Gracias."
303,"Me picó un mosquito y me quedó un moretón enorme. Dengue y Zika, ya los 100to."
304,DIOS UNOS MOSQUITOS ME PICARON AYER EN ZONA DE ZIKA
305,Boludo no me paran de picar los mosquitos de seguro ya tengo Dengue y Zika
306,Me pico un mosquito ojalá me agarre el zika
307,"Me picaron mil mosquitos, zika ya te 100to"
308,#Prevención| ¿Me puede contagiar alguien que tenga zika? -&gt; El virus sólo se transmite por la picadura de mosquito y no de persona a persona
309,"Les juro que como está esto del Zica, vi como 3 mosquitos en mi pieza y me vine corriendo a la de mi hermana"
310,"En la misa me picaron 3 mosquitos, mañana les cuento si es dengue zika o el otro. Aunque dengue ya tuve. 😓"
311,"Con todos los mosquitos que me picaron hoy, si no me agarra Zika o Dengue, busquen una cura para eso con mi sangre."
312,"Entró un mosquito a mi pieza. Con esto del zika q escucho en el noticiero nosé si tengo q vestirme de verde,  de Raid o exiliar de mi casa"
313,"Permití que un mosquito me picara porque me dio hueva moverme para sacarlo, observé todo el proceso de extracción de mi sangre. *Le da zika*"
314,"No me había picado un mosquito hasta ahora que me picaron 10, Dengue, zika, todo me agarré"
315,"mi viejo se tomó el tema del Zika muy en serio, compró una caja entera de espiral, tabletitas para mosquitos, y off crema. dios mio ¬__¬"
316,todos re perseguidos con el zika y el dengue y toda esa mierda y a mi me picaron como 20 mosquitos seguro ya me estoy muriendo
317,"A mí durante todo el verano no me picó ni un mosquito, seguro cuando me piquen me agarre zika"
318,"Me picó un Mosquito y ojalá me Dé dengue, Puré Zica o Supercalifragilisticoespialidoso o como se Llame la otra Peste."
319,"Me pico un mosquito. Ahora pienso en el dengue, el zika y el chukundunga o como se llameeee MAMAAAA"
320,Si no me quisiste así/ no me busques cuando los mosquitos te tengan así.  #zika #mosquito #yolesdije https://t.co/J9QDhP83MM
321,Cuando se me acerca un mosquito ya flasheo dengue zika la fiebre amarilla así todo junto
322,#Misiones #Dengue #ZikaVirus #Zika pero en mi casa los mosquitos son más grandes... https://t.co/5LSUAPMST0
323,Cada que veo un mosquito grito fuerte... 'El zika' para que mi novio se pare a matarlos.😁
324,"estoy re paranoico con los mosquitos tipo se me acerca uno y ya siento q tengo los sintomas del zika, dengue, burundanga, varicela"
325,Ayer me picó un mosquito y ya estoy flasheando zika dengue y chikungunya todo junto
326,"que mosquito hijo de puta me picó justo en la vena, ya está gg me pasó el zika"
327,Pinches mosquitos ya me dan mas miedo a que me vaya salir otra serpiente.  Dengue y Zika a la orden.
328,Tengo miedo de que me piquen los mosquitos porq me van a contagiar zika igual ya me picaron así que si me pasa algo no se asusten
329,Y si abro las ventanas se me mete el mosquito del Zika(?) https://t.co/u1Ddwwmkj0
330,Y encima los mosquitos me estan violando. Viva el zika
331,Un miedo que me pique el dengue/zika que cualquier mosquito que tengo cerca lo ataco como si fuera un asesino serial.
332,en mi familia estan re cagados con esto los mosquitos onda ni abrir una ventana quieren que ya tienen miedo de que nos contagiemos de zika
333,"Me dormi con la ventana abierta y panza abajo, me picaron 72 mosquitos en la espalda, tranquilamente tengo dengue zica ebola lepra o algo"
334,"Me picaron dos mosquitos, seguro uno es dengue y el otro zika"
335,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
336,"Me picaron tantos mosquitos que ya tengo dengue, zika y chimoltrufia"
337,"Me están comiendo los mosquitos, será el zika???"
338,"Me picaron 3 veces los mosquitos, espero no sea de zika ni dengue ahr"
339,Con todo lo del dengue y el zika cada vez que me pica un mosquito me entra un pánico loco
340,"Me picaron 1 zika, 8 dengues y 38 mosquitos comunes"
341,Mosquito del orto deja de zumbarme en le oído encima pienso que me voy a contagiar de zika o dengue
342,Para mi todos los mosquitos son zika o dengue
343,Me pico un mosquito me voy a morir de zika
344,Fui a fumar un pucho y me mataron los mosquitos. Seguro tengo zika.
345,"Dos segundo abri la ventana y se me lleno de dengue zika mosquitos moscas polillas, bichos de mierda"
346,"Lograron traumarme con el zika, tanto que cuando un mosquito se me puso en el brazo me puse a llorar del miedo lpm doy pena"
347,"Si un dia me agarra el dengue o el zika, es mi culpa por estar sentada en el medio de una nube de mosquitos 😈"
348,"Me acaba de aparecer un mosquito y le grite a mi hermana que lo venga a matar, mira si era el zika o el Dengue o alguna de esas porquerías 😱"
349,Me voy a morir de zika ya me picaron como diez mosquitos
350,"Me han picado tantos mosquitos hoy que seguro tengo dengue, zika y todo eso junto"
351,Estoy tapado hasta la cabeza por los mosquitos ya me veo que me agarra el zika y quien va a cuidar de tita
352,Los mosquitos me estan comiendo seguro mañana tengo zika o algo de eso
353,Hay una nube de mosquitos en la pieza. No lloren por mi yo ya tengo Zika.
354,"En mi pieza tantos mosquitos que hay zika, dengue y ebola para crear un apocalipsis zombie en el país."
355,"Me pico un mosquito re fuerte, zika ya te siento"
356,Me acaba de volar un mosquito directo a la yugular ah no el zika se viene con todo
357,"Me picó un mosquito y ya estoy flashando dengue, zika"
358,Hay tantos mosquitos que no me sorprenderia que esté el zica también...
359,"Con todos los mosquitos que me picaron hoy ya tengo zika,  dengue, fiebre amarilla y embarazo psicológico"
360,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
361,"Mi picaron un par de mosquitos y ya flashe dengue o zica virus, me voy a enfermar psicologicamente. No puedo mas de exagerada"
362,tengo mil picaduras de mosquito seguro teno el zika y no llego viva al estreno de animales fantasticos mejor me tomo un litro de cloro de 1
363,Me picaron tres mosquitos y seguro me da zika x3 estoy lista para morir
364,en la noche me picaron mil mosquitos zika ya t 100to
365,"Estoy tan traumada que me pico un mosquito, justo lo vi y flashee zika, dengue, la puta madre."
366,'Nuestro enemigo no es el Ministro de Salud o el Intendente. El mosquito es nuestro único enemigo' Ministro Barrios s/ #Dengue #Zika #730AM
367,ACABO DE MATAR DOS MOSQUITOS LLENOS DE SANGRE CASI ME CONTAGIE DE ZIKA POR AHI MATANDOLES NOMAS
368,"Anoche me pícaron tantos mosquitos que si no tengo zika, Dengue o Maracuya.  Soy inmortal."
369,"Me pica un mosquito y ya estoy flasheando dengue, zika y los 15 males"
370,"Los enemigos son el Dengue, la Chikungunya y el Zika? Creo que si, pero nuestra guerra debe librarse contra el mosquito!"
371,Me picaron 15 mosquitos a la noche zika ya te 100to
372,@diegooquendo saludos yo lei en rt que el mosquito del  zika fue alterado geneticamente
373,"Si esta noche no me agarró zika o dengue es un milagro, me morfaron los mosquitos..."
374,'En nuestro país el mosquito del zika aún no resiste a insecticidas' https://t.co/fakaOSC1PO
375,"Con todos los mosquitos que me picaron a la noche, ya tengo Dengue, Zika y Chikungunya."
376,"Ya fui a dejar a mi hermana a la escuela,ya voy a desayunar y también peleé con un mosquito del zika💅...y ustedes haciendo San Lunes😒"
377,Vieron cuando pasan las noticias del dengue/zica y pasan videos de como el mosquito está picando... Yo si soy ese flaco le pego 5 manotazos!
378,"No saben como me estan picando los mosquitos ya tengo el dengue y el zika, lo re tengo olvidate"
379,A mi me picó un mosquito con zika pero terminó con cirrosis el mosquito y murió.
380,Yo creo que tengo él zika y él dengue y él otro ese tmb de tantos mosquitos q ya me picaron este lunes de merrrr.... #BuenLunes 😈😠
381,"Me picaron tantos mosquitos anoche que a esta altura debo tener él zika,él dengue,la gripe A y él estreptococo! 😩😭"
382,"Con la cantidad de mosquitos que me picaron ya tengo zika, dengue, sida, gripe porsina y maas. Me pica todooooo jebuuus 😲😲"
383,“En nuestro país el mosquito del zika aún no resiste a insecticidas” https://t.co/2Bu75x089W https://t.co/0RqgJ9WIYc
384,A mi me picó un mosquito con zika pero terminó con cirrosis el mosquito y murió.
385,Cada mosquito que me pica me creo que es el zika y que me voy a morir.
386,A mi me picó un mosquito con zika pero terminó con cirrosis el mosquito y murió.
387,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
388,"Me picaron ochocientos mosquitos, seguro ya tengo dengue y zika😱😱😱"
389,Si de esta forma pica el mosquito del zika.... Que me pique el culo las veces que quiera. https://t.co/lZqBrlLyDV
390,"Eso del dengue y del zika es una mentira, me picaron miles de esos mosquitos y acá estoy... Más vivo que Mirtha Legrand"
391,"Me traumaron con el zika, loco no toco a nadie que lo haya picado un mosquito bue tanto"
392,A mi abuela la pico un mosquito y esta re preocupada porque cree que tiene zika
393,"La cosa esta tan pelua, q si no me pica un mosquito y me da #zika o me agarra un malandro me roba o muero d hambre en una cola"
394,"Me morfan los mosquitos. Ya tengo zika, dengue, y toda la mierda"
395,Hoy en #TuVidaConGina te diremos el ABC del Vírus del Zika. Qué es y cómo protegernos. Nuestro especialista @drvtorresm responderá tus dudas
396,"Ni mosquito, ni Zika ni mierdas, a mi me ha picado una tse-tse."
397,"Me picó un mosquito hoy a la mañana y tengo ganas de llorar. Si es dengue, zika o chikunguya, que me mate ahora mismo."
398,@Paradita Por nuestra parte hemos trabajado en un producto que protege del sol y del mosquito transmisor del #ZIKA https://t.co/tnREVI3w3L
399,"Zika, dengue, chikungunya o algun otro virus transmitido x mosquitos es lo q me imagino hara desaparecer a la humanidad... @alfredojalifer_"
400,"Me picó un mosquito con rayas blancas, zika ya te siento 😷"
401,"Debo tener el zika de todos los mosquitos que me picaron anoche, bue"
402,'Mataría mosquitos de Zika por ti' me parece un excelente piropo.
403,Con este temita del dengue y el zika cada vez que me pica un mosquito o algún bicho entro en pánico la parca y la gorra me quieren matar
404,con tanto cuento del dengue y zica cada que me pica un mosquito entró en pánico
405,“En nuestro país el mosquito del zika aún no resiste a insecticidas” https://t.co/cjs6HOF6tx https://t.co/pawJGaUKDR
406,Con este tema del zika y el dengue cada vez que me pica un mosquito o algún bicho entro en pánico. 😂😂😂
407,Con ese temita del Dengue y el Zika cada vez que me pica un mosquito o algún bicho entro en pánico 👌😂😁🙌
408,Me picó un mosquito. Es Zika.  Voy a morir.  Fin.
409,"Me pico tremendo mosquito, debo tener ahora el Zika nivel 4"
410,Con este temita del dengue y del zika cada vez que me pica un mosquito o algún bicho entro en pánico 😂
411,Chekos mi mama encontró un mosquito y me hizo hacerle una sesión fotográfica pensando que era el zika o dengue
412,"Ayer me pico un mosquito, ya estoy falseando dengue, zika, leimaniasis todo :/"
413,"*Me han picado tantos mosquitos,  Que si tengo dengue o zika,  no me sorprendería! 😒"
414,"Con ese temita del dengue y el zika, cada vez que me pica un mosquito o un bicho entro en pánico."
415,Me acaba de picar un mosquito y ahora tengo miedo de tener #Chikungunya #ZikaVirus o #Dengue que nervios
416,"Me picaron los mosquitos... Si me muerto por zika, sepan que tanto no los quise..."
417,Me picó un mosquito y ya siento que tengo el #Zica
418,me violan los mosquitos en cualquier momento me agarra zika y chau meli
419,"En nuestro pais , no hay insecticida que termine con el mosquito del zika ..- https://t.co/syqXBUO4ga"
420,Me siento fox mulder d código X estoy pensando q es una conspiración macrista lo del mosquito del zica para q los... https://t.co/SjRXEKH1kV
421,"yo lo sabiaaa!!!.... el mosquito que causa el virus del ZIKA, no nace como un mosquito comun... fue creado por el... https://t.co/56gUSetBAa"
422,Ya siento que me violaron los mosquitos y tengo más zika que tu vieja.
423,Me picaron miles de mosquitos capaz tenga suerte y uno sea el zika ahre
424,'En nuestro país el mosquito del zika no resiste insecticidas' https://t.co/GVV74LsrHq
425,Con tanto zika y dengue yo veo un mosquito y salgo corriendo. Y si me pica uno ya me da paranoia.
426,"No sé ustedes pero ultimamente he visto muchos mosquitos, me extraña porque ni hace calor ni ha llovido. #Zika ? https://t.co/mhLX3P8AL6"
