,tweets_VERB
251,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/ziGbdxJOec #Zika: Água parada pra combater mosquito??? (#Pirula 125)
252,Acho até que to com o Zika Vírus de tanto mosquito q me picou
253,Gostei de um vídeo @YouTube https://t.co/WY9nLZQ2FU CASEIRO PARA MOSQUITO DA DENGUE CHIKUNGUNYA E ZIKA!
254,"Adicionei um vídeo a uma playlist @YouTube https://t.co/Q8gXaQCiSI de Muriçoca, Zika Virus, Dengue, Mosquito, com essa Boa"
255,Gostei de um vídeo @YouTube https://t.co/KMLy000X7D CASEIRO PARA MOSQUITO DA DENGUE CHIKUNGUNYA E ZIKA!
256,acho que to com zica e nem é a doença do mosquito
257,"@pausse a zika pode não ser culpa dela, mas se não houvesse tanto roubo sobraria recursos para combater o mosquito"
258,"Quer dizer tem zica até demais por aqui, o que tem de gente fantasiado desse mosquito, perdi as contas kkkkk"
259,"@g1 se vc conseguir escapar das arvores assasinas, dos bandidos, dos motoristas bebados chegar em casa- pimba! o mosquito te pega! zika!"
260,"Parece proposital. Digo,inconveniente o combate ao mosquito da dengue. #Conspiração #Zika"
261,Encosta um mosquito em mim eu já penso ZIKA
262,Espero n ter pegado zica pois fui mordida por 37 especies de mosquito
263,Gostei de um vídeo @YouTube https://t.co/JJ2UT5SbiI CASEIRO PARA MOSQUITO DA DENGUE CHIKUNGUNYA E ZIKA!
264,"Tem uma propaganda na Tv Cultura sobre o mosquito do zika virus que os mosquitos tem o rosto do Jason, Freddy e do Ghostface kkk"
265,Gostei de um vídeo @YouTube https://t.co/RslQ3Kp4Qj CASEIRO PARA MOSQUITO DA DENGUE CHIKUNGUNYA E ZIKA!
266,"tem tanto mosquito aqui, que dá até para saber se é zika ou dengue"
267,"vê se pode a gente tem que ter medo de mosquito, essa zika toda aí"
268,@agwntcarter @samascully tomara que entre um monte de mosquito daqueles zika virus bem zikado mesmo que raiv
269,Tem muitos mosquitos aqui será se aqui tem zika?
270,Tem uns mosquitos aqui me picando espero que não seja o da zika
271,"Vei como eu n peguei zika ainda, meu corpo ta coberto de picada de mosquito"
272,Esqueci a janela aberta agora meu quarto tá cheio de mosquito se eu n pego zica hj não pego nunca mais
273,Gostei de um vídeo @YouTube https://t.co/bcVM6K23YY Zika (Resposta do Mosquito)
274,"Mata inseto elétrico ClearPassage.  Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/Jp2V1UzGU1"
275,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/4KzUXzfOD8 MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
276,Gostei de um vídeo @YouTube https://t.co/Bb3zxodQaC✪ 'MOSQUITO REPELLENT' SOUND ✪ Anti Mosquito Noise ~ Free 11 Hours 'Zika
277,"Acabou aquele lance de zika vírus, mas não acabpu a quantidade de mosquito?  #NaVibeComMafiaSdv"
278,tem um mosquito me rondando. sai zika que tu ja me pegou esse ano
279,"@prisonluiza hahahahahaahah, mosquito da zika tá na lista????"
280,"Elimina o mosquito da dengue, zika entre outros.  http://t.co/A5j7CXfb2l https://t.co/CMwCL1z8bq"
281,@amofalar fazendo zzz no ouvido as gravidas para simular o mosquito zika ver se elas SOME
282,"Acho que sou muito resistente, pq mosquito tem aos montes nesse bairro e nunca peguei Dengue, zica ou algo do tipo"
283,acho q a maior burrice da minha vida foi deixar o mosquito me picar pra ver como era e ficado de cama com zika
284,Estudei tanto meu tema q se passar um mosquito por mim já acho q é Zika
285,@onebubblegirl mosquito da zika n gosta de água suja (ainda) /aqueles chatos hahahaua
286,"sinto q peguei uma zika naquele campo hoje, nem tinha mosquito lá não tá"
287,Grávida? 10 Coisas Que Você Pode Fazer Para se Proteger do Vírus Zika - https://t.co/x1bHQMytnW
288,#ThanksForComeBack5H calma gente se vocês amam ela de verdade tem que proteger do zika vírus protejam as rainhas do brasil
289,Falta acertar com os mosquitos: 'Temer: risco de zika na Rio 2016 é quase ‘inexistente’ | Brasil 24/7 https://t.co/FPdbmWOwf6 via @brasil247
290,"Sabe qual é a melhor forma de combater a Dengue, o Zika e a Chikungunya? Acabar com os criadouros do Mosquito... https://t.co/bBrQP49gs1"
291,Jogar pesticida contra mosquito que transmite Zika virus é estupidez. E a estupidez persiste. https://t.co/NNnO6fjhVw
292,"Tem um mosquito da Dengue, Zika, Chikungunya, volgo Pernilongo aqui do meu lado"
293,@_dezavct mais zika q isso só o mosquito msm
294,Acho que fui picado pelo mosquito zika pq to afim de tretar
295,"Surgiu uma nova doença chamada Zika vírus ou 'Vírus da Zika, transmitida pelo mesmo mosquito que contrai a... http://t.co/eGh5SOiJZv"
296,"Deu zika!!  O mosquito da dengue esta diversificando as atividades, transmite dengue vários tipos, Febre... http://t.co/lpxrYI97vf"
297,Gostei de um vídeo @YouTube https://t.co/kGL6JqgUd9ão é infectado pelo Zika Vírus e vira o mosquito da dengue
298,"disseram que o Zika Vírus pode ser transmitido pelo beijo, mas quem vai beijar um mosquito? é cada uma, viu"
299,Há mais mosquitos entre o véu e a tela do que sonha nossa vã filosofia. #ZikaVirus
300,'Será que um dia eu conheço o bangtan cara a cara?' Sim O mosquito da ilusão me picou Tá pior q zika vírus https://t.co/xN7hDI3KRJ
301,@nestordemiranda @DiarioPE ... A epidemia de Zika começou após a liberação de mosquitos geneticamente modificados (GMO-OX513A) pela #Oxitec
302,@patorebaichado @toonda esse mosquito aqui liberou geral https://t.co/QZpZTUDNyM
303,"Ouvi por aí que a Zika é transmitida por beijo, mas quem é o doido que vai beijar o mosquito?"
304,"tentando me proteger da zika, chico cunha, dengue e etc #MetGala"
305,"Transmitido pelo mosquito Aedes aegypti, o Zika vírus pode ser mais perigoso do que o pensado anteriormente,... https://t.co/CYegoOPUEy"
306,Aprenda já a fazer um repelente caseiro → https://t.co/0Bsu1RU5Yk #Mosquito #ZikaVírus #Dengue #Zika #Saúde #Repelente
307,"traídos porquem dvia nos proteger @minsaude usou contra o povo desta nação arma mortal (desprezo)e hj sofremos c/zika dngue,sarampo,cachumba"
308,Tem um mosquito por aqui que eu não consigo matar socorro é o zika será sai pra lá desgraçado
309,ê zica; e nem teve picada de mosquito -_-
310,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu!"
311,Parece que esse mosquito que transmite o Zika vírus só gosta de pobre ou é impressão minha ??//?? /???//?/?/?
312,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu!"
313,"falaro que os mano zika viros pode se transmitido pelo bejo, quem vai se o desgraçado que vai beja um mosquito? cada uam né rrrssdrrsr"
314,"Matei um mosquito com pintinhas, é a zika e seus derivados."
315,Disseram que o Zica Vírus pode ser transmitido pelo beijo...Mas que tipo de pessoa vai beijar um mosquito?É cada uma viu!!!😂
316,"'Se um mosquito me picar eu não pego zika, ele que fica roquista.'"
317,"Acabou de vim um mosquito perto de mim, já comecei a sentir os sintomas da zika."
318,"fizemos panfletagem sobre o mosquito aedes no calçadão, e vocês acreditam que tinha gente que não sabia o que era o Zika Vírus!?"
319,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/bEKvopqZRB MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
320,"Sei não, mas eu tô achando que o Mosquito que espalha o Zika Virus é feito de metal, tem motor e sobrevoa em... https://t.co/VdTmqJjBfL"
321,Info: ' Professora desculpa contradizer.. Mas nos temos o vector do Zika virus em todo País sim.. É o mosquito aedes'
322,Gostei de um vídeo @YouTube https://t.co/9uLOFb97AR DE FULERAGEM - VS - MOSQUITO DA ZICA
323,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu!"
324,"Combater o mosquito Aedes Aegypti, transmissor da Dengue, da Febre Chikungunya e do Zika Vírus,… https://t.co/KAaoLf3ZGO"
325,"Dedique 10 minutos do seu tempo para combater o mosquito da dengue, zika e chikungunya e ajude a salvar vidas... https://t.co/qs9hwI2Bmu"
326,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu! ✋󾍄"
327,"Tem gente que nem conhece o mosquito mas não larga da Zika, né? Ow povo que não aprende."
328,@g1rio esse mosquito causador de dengue é zika mesmo em
329,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu!"
330,Adicionei um vídeo a uma playlist @YouTube https://t.co/IBpZDjhdZR muito Mosquito Zika - Dying Light: The Following DETONADO #09
331,@le_wunderbar kct!! Sai pra lá mosquito da dengue.. Chikungunha... Zica!!! Vtnc!!! Pqp!!!
332,Elimine os criadouros do mosquito e previna-se! Acompanhe as orientações de uma infectologista sobre o Zika... https://t.co/4287FjCvcj
333,Confira 10 dicas para combater o mosquito da dengue e da zika no campo https://t.co/gyvw3SYFxS
334,tinha um mosquito meio suspeito la na minha tia ontem e acho q ele me picou agora to com medo de estar com dengue zika etc
335,Expor o mosquito da dengue-zica a raios gama ! Você estão loucos ?                   B. Banner.
336,Adicionei um vídeo a uma playlist @YouTube https://t.co/WPcv9wWPHX mosquitos could help fight Zika
337,"Disseram que o Zika Vírus pode ser transmitido pelo beijo. Mas quem vai beijar um mosquito? É cada uma, viu!"
338,"Tem um mosquito aqui, será que é o do zika vírus? Pesquisar... 🔎"
339,Engraçado passa no jornal notícia da zika cada dia é uma doença pior e logo dps passar comercial do remédio contra o mosquito ....
340,Confira dicas de como se proteger do Aedes Aegypti e evitar o Zika Vírus durante a gestação: https://t.co/aBig0QeEdP https://t.co/FW9qgU8L1C
341,"Tava cheio do mosquito nessa rota, espero que não seja zika.."
342,"Gostei de um vídeo @YouTube https://t.co/XLSyScZCpE do mosquito da zica, dengue e chicungunha"
343,Sai Deus mais  Vai morrer pra la Zika  Mosquito do mal — se sentindo abençoado
344,Existe uma relação entre o aumento dos casos de vírus Zika e os mosquitos geneticamente modificados?... https://t.co/9iB8io9zpP
345,@adrillycious todo dia penso naquele seu tweet 'eu n vou me matar pra estudar na usp sabendo q a qualquer momento um mosquito chamado zika
346,"@monetizada sendo que esse zika vírus foram eles propios que criaram,falando que era um mosquito para 'combater' a dengue"
347,Olhem que 'descoberta'..... Um 'mosquito' que bota ovo e....... ainda por cima um ovo que tem virus da zica......... https://t.co/u3IPLpWt4G
348,Queria ser uma mosca  Ou um mosquito que transmite o vírus zika
349,Tinha mosquito aqui no meu quarto e ele me picou fiquei com medo de ser o zika
350,cheguei na faculdade já sendo mordida por mosquitos #zika
351,Levei umas 30 picadas de mosquito pelo corpo. Espero que nenhum seja aquele tal de zika virus
352,"Olha o zica solto sendo solto ai gente !!!!!!! Publicado em 30 de abr de 2015 Mais de cem mil mosquitos,... https://t.co/h2df7clHkA"
353,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/DuNsbMDABN MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
354,"Tem cada Zika Zira que escreve tanta merda, que prolifera o mosquito.  https://t.co/qlTKf6NHRf"
355,"Saem novas noticias sobre o Zica vírus a todo instante. Grávidas, se cuidem!  Eliminem focos de mosquito, usem... https://t.co/FvXuJ1fb0N"
356,Saiba como grávidas podem evitar zika vírus e proteger o bebê da microcefalia   https://t.co/r6Mxh0RO5B via @tvdiario
357,"Faça sua parte nessa luta contra o mosquito transmissor da Dengue, Febre Chikungunya e Zika Vírus! #CombateAedes https://t.co/jswfcBfYHn"
358,Quer dizer que vão colocar mosquitos pra combater o mosquito que transmite a dengue e o Zika Vírus.
359,tomara q pegue câncer tomara q o mosquito zika pique esse merdinha q fez isso https://t.co/pb2cCwAznu
360,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/JFJroNJgvq MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
361,Recebi um pedido de publicidade no blog para divulgar uma linha de roupas para gestantes repelentes ao mosquito da zica. MANO DE DEUS!
362,tem os mosquitos cm cara do zika
363,"@miguell_camposs @NoMoreThanPanda @juniornso @alguemsou_ não, virou Zika! O mosquito transmissor é você"
364,"Tem um monte de mosquito aq, se eu ficar com zica eu vou culpar a ampla"
365,"Sai seus mosquitos, não quero pegar zika não, isso é bagulho de funkeiro."
366,"Veja um repelente caseiro, para prevenção do Zika Vírus, Aedes Aegypti e demais mosquitos, com... https://t.co/J00AmQ1Kbr"
367,"Acho q o mosquito zika vírus me picou, pq tô mas de 3 dias coçando o mesmo lugar, e não para"
368,Ajude a proteger o Maranhão do mosquito da dengue e da zika. Veja o vídeo. https://t.co/rjUIRE8V5b
369,Aprenda a fazer uma vela de citronela super repelente que mantém o mosquito da dengue (e zika) longe da sua ca... https://t.co/OjO506rdzt
370,"Combater o mosquito Aedes aegypti, transmissor da dengue, da zika vírus e da chikungunya, é uma tarefa séria que... https://t.co/8zFoTvXc3U"
371,@padilhando Não cuidou do mosquito.Agora deu Zika.Mas isso não preocupa.O q importa é se manter no poder....
372,@marisascruz @wilsonfullpack Sim ele mesmo. Agora está caçando mosquito da Zika Rousseff aqui em SP com a ajuda do Suplicy
373,Gostei de um vídeo @YouTube de @pensamentdodia https://t.co/PkchOQ5eEh Mosquito Zika - Vlog
374,"@unlykkeli pq tava dizendo que o zika e o chicungunha eram causados pelos mosquitos, eles são os transmissores só"
375,Confira como fazer em Casa a Vela de Citronela para espantar mosquitos - Zika Vírus  Saiba mais:... https://t.co/PdLFiXrpEG
376,Acho q dla de hj ninguem mais vao ter zica neles pq ta uma concentracao de mosquito em mim 👌👌
377,"mdss do céu o mosquito da zica é uma praga viu, o mundo vai se acabar, tá mais parecendo o tempo da Bíblia, as 7 pragas"
378,Rindo até agora por que a anitta tá vestida de mosquiteiro kkkkk se proteger é tudo na vida né zika
379,Cuidado com o mosquito zika do bagulho aí galera
380,Gostei de um vídeo @YouTube https://t.co/X42Y85thkY VERDADE SOBRE A FARSA DO ZIKA VÍRUS TRANSMITIDO PELO MOSQUITO DA DENGUE
381,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/obMpdlMk5x MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
382,@porrapedrok esses mosquitos tão zika mesmo kkkkkkkkkkkkkkkkkkkkk mds que piada bosta
383,Saiba como expulsar o mosquito da zika da sua casa https://t.co/kE99FGjZ84
384,Aprenda a fazer repelente que afasta mosquito da dengue e zika https://t.co/tj2PfcklfT #lifestyle
385,Saiba como expulsar o mosquito da zika da sua casa: https://t.co/KzO9vohbXV https://t.co/6S3hvZUfEV
386,"Veja aqui como se proteger do Aedes aegypti, o mosquito transmissor da dengue e do zika vírus. Guarulhos já tem... https://t.co/NuR9kgR9oI"
387,Saiba toda a verdade sobre a farça do zika virus transmitido pelo mosquito da dengue ! https://t.co/mGeLE2os6q
388,Gostei de um vídeo @YouTube https://t.co/690YBAAy2W toda a verdade sobre a farça do zika virus transmitido pelo mosquito da
389,"Tem um mosquito me rondando , to com medo dele enfiar uma picada em mim , e eu ficar com Zika Vírus"
390,Gostei de um vídeo @YouTube https://t.co/gqG3o5PqVm VERDADE SOBRE A FARSA DO ZIKA VÍRUS TRANSMITIDO PELO MOSQUITO DA DENGUE
391,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/8e9BBKa3QA MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
392,Aprenda a fazer repelente que afasta mosquito da dengue e zika https://t.co/xeZpNGQZLH
393,Saiba como expulsar o mosquito da zika da sua casa  https://t.co/3IAq4YydtP https://t.co/BLTtndkvXQ
394,'Tomara que as próximas gerações consigam viver em uma cidade estruturada p/ receber pessoas e não mosquitos' #Zika https://t.co/iWev96MqvG
395,"Aproveite o sábado e entre na luta contra o mosquito Aedes aegypti. Além da dengue, o mosquito transmite o Zika... https://t.co/HIv7Zq0DAh"
396,Matar um potential mosquito transmissor do zika vírus no ar com uma mão só te faz mais zika que o vírus?
397,Saiba como expulsar o mosquito da zika da sua casa https://t.co/27oEwROzYp https://t.co/VcVNHKl13C
398,Confira os 3 melhores repelentes naturais para você se proteger do Zika Vírus #COMPARTILHE  Saiba mais:... https://t.co/kmFhJSFLEJ
399,Saiba como expulsar o mosquito da zika da sua casa https://t.co/Q5yvKEICCF via @JornalExtra
400,espero n pegar dengue nem esse zika pq nossa qto mosquito nessa fazenda sem or
401,imagina mosquito te pica vc começa a mandar o passinho vc esta com o zika virus
402,Saiba como expulsar o mosquito da zika da sua casa: https://t.co/oTXWrWDdQn
403,"Saiba como expulsar o mosquito da zika da sua casa  Há 25 dias, desde que a notificação de casos de gestantes com... https://t.co/aINg3JltR6"
404,Aprenda a fazer repelente que afasta mosquito da dengue e zika https://t.co/AmH0pGIxC1
405,"Deixa eu ver se entendi. Soltam mosquitos modificado em laboratório na ambiente e tempos depois temos um surto de ZIKA VIRUS, é isso?"
406,Aprenda a fazer repelente que afasta mosquito da dengue e zika https://t.co/6R6FBybHmy
407,olha o nome do mosquito ZIKA VIRUS parece um funckeiro hackeando um pc
