,filtered_tweets_pt
4085,@Glutth um mosquito me picou dai fui ver se tinha pegado o zika virus só que o zika virus tinha pegado natalia
4086,//Apenas repelente não é suficiente para evitar picada de mosquito do zika https://t.co/7bhQyLzP6d
4087,lançar um bolao apostando se a mordida de mosquito q tomei aqui vai me causar dengue ou zika
4088,@g1 cheira mal essa estória de que o mosquito seleciona vírus e transmite o zika. Pq será q não houve nenhum vaso de grávida com dengue?
4089,Como que é esse Zika Vírus ?  O mosquito te pica e vc começa a embrazar no Romano e cantar Baile de Favela ?
4090,Oh o mosquito do zika virus. Matei! https://t.co/l1J2PfH0QX
4091,"Até hoje não me conformei com 'zika vírus' vai pro inferno rapa, nomea mosquito/doença como se fosse filho"
4092,"Vários mosquitos aqui, espero q eles n me deixem com zica"
4093,"Já que aquelas vacas não me dão atenção, vou dormir na companhia dos mosquitos da zica"
4094,"É parceiro, a maluquisse hoje em dia chegou a um ponto, q nego ta se deixando ser picado pelo mosquito p poder virar ' ZICA ' ."
4095,aqui no meu quarto ta cheio de mosquito da dengue então se eu aparecer cantando baile de favela ja sabe que eu to com o zika virus
4096,"Vacina vencidas causaram o Zica vírus, e não o mosquito da dengue. https://t.co/AYquZc1SIC   #Holocausto #Paris https://t.co/ra88pgwWL0"
4097,@Estadao este surto de zika sem precedentes é culpa do governo q contingenciou a verba de combate ao mosquito. Um crime!
4098,"Todo mosquito q eu vejo em cima de mim eu ja mato logo, ja penso que eu vou pegar zica, ih ta doido kkk"
4099,@Srta_Iozzi que tal o mosquito da dengue transmitir zica e dengue ao mesmo tempo?
4100,um mosquito picou meu braço...sera q foi o Zika Virus Egypthy????!!!!!!!
4101,"Até whats app pegou zika, mosquito desgraçado"
4102,"@sarasharon puuuuutz! Veja isso Mary Jane! Eu fui numa festa e fui devorada por mosquitos, medo enorme de pegar zika"
4103,Sem  #Zap  ... mas com muita #Zica ... #Lama #Brahma ...   Que país de #Mafiosos viramos  #Quadrilhas se proliferam + q mosquito da  #Dengue
4104,to com zika virus obg vizinho fdp por ter um monte de foco do mosquito transmissor no seu quintal
4105,"Qnd tem um mosquito em mim eu fico pensando se é da dengue ou o zika virus e vários aí , sou loka mas da medao"
4106,Governo apresenta plano de combate a Zica e Chikungunya com música da Muriçoca que ninguém aguenta mais... vai ver que espanta os mosquitos!
4107,é bom que já espanta o mosquito da zika https://t.co/lc5qG1CSeh
4108,"tem um mosquito trasmissor de zika virus no meu quarto, nem vou mata porque nem sei se passei de ano, pelo menos... https://t.co/O0RFkad41C"
4109,Só faltava essa o Zica vírus agora tbm é  transmitido através do ato sexual.  Q mosquito ftp esse Aedes aegypti
4110,"Além de pegar ZICA através de um mosquito, agora vc pega tendo relações sexuais... Ah mídia, vai procurar a vida de um famoso pra falar.."
4111,Acabei de saber que o Zica Virus pode ser transmitido por relação sexual 🙇-opa pera ai vamos ter um filho? 🙍-ah não eu queria um mosquito! 😂
4112,meu mosquito junin é mais zika que muito chavoso por ai
4113,"To escutando um mosquito, sai pra lá zika"
4114,"Agora ta explicado pq esses muleke tão virando funkeiro, foram picados pelo mosquitos Zika vírus kkkkkkkkk"
4115,Tenho maior medo desse mosquito da zica me picar kk
4116,"Toda noite vem uma porrada de mosquito vem abusar de mim, que absurdo é esse, devo ter dengue, ebola, zika virus..."
4117,um mosquito me picou aqui fui dar um tapa nele e ele arrancou de moto empinando acho que estou infectado pelo zika vírus
4118,Aí vc entra no hospital como acompanhante e sai com zika de tanto mosquito que ta tendo
4119,Governo vai rever portaria que reduzia combatentes do mosquito do zika https://t.co/M4ztY5pP9u
4120,"@FOURMADA zika, já não basta os funkeiros, agora tem mosquito lkkkkkk"
4121,"Toda vez q alguem fala de zika virus, eu imagino um mosquito funkeiro kkkkkkkkkkkk"
4122,Até os mosquito do Zika Vírus ta falando pra gente se beijar
4123,Agradecimentos do mosquito do Zika Vírus! https://t.co/FHI2woNEa8 via @YouTube
4124,"já fui picado por tanto mosquito hoje que, se não estiver doente, já devo estar imune à zika, dengue, chikungunya e o caralho"
4125,Quase 4h e eu me entupindo de remédio pra mosca (abafa que eu esqueci o nome da porra) pq vejo um mosquito e já grito ZIKA
4126,Como se proteger do #zikavirus https://t.co/a79xqlqdFk #Consultoria #Hospitalar
4127,"Não aguento mais falar em zika, povo burro não sabe evitar o nascimento de um mosquito"
4128,Até o mosquito é Zika e eu não
4129,ANS reforça campanha contra mosquito transmissor da dengue e zika https://t.co/UYS30f90pM
4130,Repelente não é capaz de evitar o mosquito do #zikavirus  https://t.co/oM0sVczYok   #dengue #DetremuraSemWhatsSdv
4131,Apenas repelente não é suficiente para evitar picada de mosquito do zika. https://t.co/FV2adwE2IX via @UOL
4132,Zika Vírus:  O vírus Zika é transmitido por meio da picada do mosquito Aedes aegypti. ... https://t.co/OYHweXgjsk via @MinEnfermagem
4133,aqui onde eu to só tem pernilongo e sei la mais quantos mosquitos..na boa...vou pegar um zica virus  daqui a pouco e nao for dengue D:
4134,"Todos nós na luta contra o mosquito transmissor da Dengue, da Febre Chikungunya e do Zika Vírus.   Vamos eliminar... https://t.co/XtWmID4KJP"
4135,COMO PROTEGER CRIANÇAS DE 0 A 6 MESES DA ZIKA Repelente de tomada pode ser usado desde que a criança não apresente doenças respiratórias.
4136,Eu aqui preocupada em espantar os mosquitos p não pegar zika e vcs pensando em wpp. Melhorem!
4137,"desculpem a revolta, mas é o cúmulo do ridiculo falar zap ou zapzap, nossa que coisa mais fui picado pelo mosquito zika"
4138,Prefeitura realiza mobilização contra o mosquito aedes aegypti e faz alerta sobre o vírus zika e a sua relação... https://t.co/3eeMMTWYsA
4139,"Essas doenças locas ai, esse tal de zica virus. Que medo dessa parada mano, toda vez q chega um mosquito perto de mim, do uma de samurai fi"
4140,"BORA ACABAR COM OS MOSQUITOS... Repelente caseiro afasta o mosquito da Dengue, Zika e Chikungunya. Clique na... https://t.co/u95JNGinKs"
4141,"Eu acho q to com zica, to toda me cosando e com umas bolinhas vermelhas tipo mordida de mosquito"
4142,"60 conto o repelente, contra os mosquitos do zika virus, governo filho da puta ! Deveria distribuir de graça ! País lixo"
4143,'Ele agora transmite também chikungunya e zika' Darwin andou upando o mosquito nesse último ano
4144,"Em tempos de zika, infestação de mosquitos no aeroporto é péssimo 'cartão de visitas' de Fortaleza https://t.co/eH2T6ngowf"
4145,"Todos nós na luta contra o mosquito transmissor da Dengue, da Febre Chikungunya e do Zika Vírus. Vamos eliminar... https://t.co/DPgW99Q0IW"
4146,"Não vamos esquecer de nos proteger contra a Zika, chicungunha e dengue  Repelente caseiro afasta o mosquito da... https://t.co/MwZjUpF2G9"
4147,Dilma ZICA Michel DENGUER e Eduardo CHICOCUNHA kkkkkkkkk mosquitos transmissores de inflaçao kkkk
4148,tanto tempo que existe esse mosquito e pq só agora ele transmite zika virus?? ai tem...
4149,"eu acho q esse zika virus nem é transmitido pelo mosquito, tão botando culpa nele por alguma coisa"
4150,Será que esse mosquito do Zica Vírus deve voar de Mizunno e Adidas de 1000 ?
4151,"Essa parada do mosquito zika vírus não faz sentido nenhum, como que um vírus vai ser um mosquito wtg"
4152,"Mosquito comum já é chato, imagina esse mosquito que transmitr o zika virus.. Já chega no seu ouvido: zzZzZZz baile de favela."
4153,'Mosquito zika virus me picou'  'Te levarei a um hospital'  'J4 é  t4rd3 3stou m3 tr4nsform4ndo'  'RESISTA'  'V3M N0V1NH4 Z1K4'  'Matem-o'
4154,"'As moscas, os mosquitos, os políticos, assaltos, a zika, o trânsito e as estradas sugadores de energia e vidas,... https://t.co/xUBy0lOZy9"
4155,"Vacina vencidas causaram o Zica vírus, e não o mosquito da dengue. https://t.co/AYquZc1SIC  #Holocausto  https://t.co/ra88pgwWL0  #NewYork"
4156,"O zika vírus pode até ser transmitido por um inimigo bem conhecido do brasileiro, o mosquito Aedes aegypti, o... https://t.co/4Q8PBgB6fd"
4157,"Bah mano, esse mosquito da dengue é fdp pq além da dengue ele transmite o vírus zika"
4158,@LIAMINFLAVEL doente é vc q me mandou uma ft super realista e normal do mosquito q contrai o zika vírus 😂
4159,Minha mãe ta achando que o zika vírus me picou pq minha pele ta um pouco roxa e ta doendo onde o mosquito picou #askbelieber
4160,Esse mosquito da dengue é mlk zika
4161,"Em tempos de zika, infestação de mosquitos no aeroporto é péssimo “cartão de visitas” de Fortaleza  https://t.co/W9k5aZFTco @tribunaceara"
4162,"Santa Cruz prepara ações para o combate ao mosquito transmissor da dengue, zika e chikungunya https://t.co/z6QWuThLOZ"
4163,"Acho que tô doente, talvez, algum mosquito me picou e tô com zika vírus"
4164,"Depois dessas vacinas de rubéola vencidas que o governo meteu que foi zica vírus do mosquito pra não indenizar, perdi a esperança no Brasil"
4165,"Mosquito zika, que nome engraçado mano.   Ah, fui picada. Morri."
4166,"Contamos com a ajuda de toda a população na luta contra o mosquito transmissor da #dengue, #zika e #chikungunya! https://t.co/fWjMc8TEg2"
4167,"vou pegar zika, DOIS mosquitos acabaram de me picar COMASSIM deus"
4168,ANS reforça campanha contra mosquito transmissor da dengue e zika https://t.co/xz8Heb0kj5 #CanalSaude
4169,"Bobinhos do Brasil&gt; Com Terrorismo do Mesquito da Dengue Turbinado com a Zika , tá Ganhando&gt; o Governo, A Mídia,as Fábricas de Repelentes..."
4170,"Com Terrorismo do Mesquito da Dengue Turbinado com a Zika Vírus &gt; Tá Ganhando a Mídia com Comercial de Repelentes, o Governo, e as Fábricas"
4171,É assim que se previne a proliferação do #mosquito nas #férias... Todos contra #Dengue #Zika #CombateAedes https://t.co/vEMl5J3JLu
4172,Usar apenas repelentes não é suficiente para evitar picada de mosquito do zika - https://t.co/nKs6UWpn8z https://t.co/PEHuXRlaox
4173,"Peixinhos ajudam a controlar mosquitos da dengue, chikungunya e Zika vírus em Pernambuco https://t.co/8trAqckuGG https://t.co/sgg8aBcW7t"
4174,Não tem o que temer com as bromélias ;) https://t.co/ZuFImjIK0k #dengue #zica #aedesaegypti #chicungunha #mosquito https://t.co/RThE8v06i2
4175,Aki agora ao vivo no debate do mosquito #Zika pelo @jornal extra https://t.co/5iyeKuNqhT
4176,"A explosão no Brasil da microcefalia desencadeada pelo mosquito da dengue contaminado com o zica vírus,  está... https://t.co/vqjN8CXsBn"
4177,Vish um mosquito me picou SERA SE EH ZIKA
4178,Os mitos e verdades na luta contra o mosquito do zika - https://t.co/FUsrO3yAdX https://t.co/PYGXva7y1h
4179,"Mosquito da dengue, zica etc, parece o antigo Egito."
4180,Todos juntos no combate ao mosquito! #QueaForçaEstejacomVocê #Batalha #AedesAegypti #Zika #Dengue #Chikungunya https://t.co/OTTsKrAvPG
4181,"Multirão contra  contra o mosquito transmissor da dengue, chikungunya e Zika sábado dia 19 as 9 horas.  Todos convidados."
4182,"Foi encontrado mosquito Zika no sítio Quissamã, já não vou pra festa na casa de alcea amanhã."
4183,Gostei de um vídeo @YouTube de @ninnjanoob https://t.co/zPlRri7pv9 Plague Inc: Evolved ☯ DENGUE!!! FUI DERROTADO!?! (MOSQUITO ZIKA
4184,"Em tempos de zika, infestação de mosquitos no aeroporto é péssimo 'cartão de visitas' de Fortaleza https://t.co/G2NP9HvCxE"
4185,"@Duduzinhomc boa tarde amor,estou aqui no medico esperando ser atendida peguei Zica essa doença nova do mosquito 🤒"
4186,O que será isso? O mosquito da dengue? Da zica? #valhamedeus #misericordia #seilavesemeentende https://t.co/UVOhCcGPJM
4187,Eu fiquei esse tempo inteiro achando que o mosquito zika fosse alguma coisa haver com funkeiro 😐
4188,Check list para um fim de ano sem mosquito  e sem zika https://t.co/Mud2Pzxmzw via @ufsjbr
4189,"To cheia de picada de mosquito, to com medo de pegar zika"
4190,Até mosquito da dengue é zika e você não...
4191,"BORA ACABAR COM OS MOSQUITOS... Repelente caseiro afasta o mosquito da Dengue, Zika e Chikungunya. Clique na... https://t.co/d0R6gVhAeT"
4192,Apenas repelente não é suficiente para evitar picada de mosquito do zika. https://t.co/ebaJqfd3s4 https://t.co/qhfbd8grnG
4193,Pernambuco corta 40% dos agentes de combate a mosquito do zika: Em situação de emergência pela circulação do A... https://t.co/NKLfvXt5Jy
4194,"Como os repelentes naturais funcionam: Com o boom do zika vírus, doença causada pelo mosquito da dengue, muita... https://t.co/RAnFsqRdHx"
4195,@scensura acompanhando o zika! Combate ao mosquito!
4196,Especialistas tiram dúvidas das grávidas sobre o Zika Vírus: Dica de Mãe Está todo mundo de olho no mosquito d... https://t.co/EvIBzRk0HK
4197,"To com trauma desses mosquitos já. Sai zika, dengue, febre amarela ou seja lá o que estiver dentro de vcs 😕"
4198,"Cheio de mosquito dentro do ônibus, se eu pegar zika processo a 1001 😒👍"
4199,"Para Dilma, Forças Armadas servem para combater o mosquito da dengue, do chiku e do zika... https://t.co/C9QVAvztUi https://t.co/0PKaggzQFY"
4200,"mobilização e o combate ao mosquito; atendimento a mães e crianças infectadas pelo zika vírus; e o desenv. de tecnologia, ed. e pesquisa."
4201,Até o mosquito da dengue é zika 😒
4202,Agr o mosquito aquele transmite zika  PQP vão tudo vira funkeiros  👀👎
4203,"Para conter o mosquito transmissor da dengue/zica vírus, acredito que bastava, que cada um fizesse a sua parte ..."
4204,"A indignação de todos com o avanço da dengue, chikungunya e zika em nosso país causadas pelo mosquito Aedes... https://t.co/KikO8galDw"
4205,até o mosquito é zika e vc não
4206,Zika: fumacê percorre os bairros contra o mosquito Aedes aegypti. https://t.co/fZTsfKR159
4207,@abbeyprism zica é o mosquito
4208,"Reveitinha contra o Mosquito da Dengue ,Zika e outros!!!! https://t.co/C0HwcrvYun"
4209,Lá os mosquitos são zika ! https://t.co/Tuw2L4OKrN
4210,"No Brasil todo tem o mosquito causador da zica, por só em Pernambuco teve esse enorme número de crianças nascidas com microcefalia?"
4211,"@escritoradayana a pessoa está orando pra não ser zica, dengue, chicungunha, coisas da família desse mosquito desgraçado. Até PQ já tive :("
4212,@beto_cavalcante Nao sou mosquito da dengue (zika) pra mudar a cabeça de ninguem kkk. quem dira sua opiniao
4213,To c medo desse mosquito q transmite zika virus
4214,"To aqui no quarto da minha mãe, frescatto com ar condicionado, e ela ta me expulsando como eu se fosse um mosquito da zica"
4215,"'Mosquito da dengue agora transmite chicungunha e zica' tento não rir, mas não dá pra evitar hsuasuaha"
4216,"OMS alerta para reforçar a vigilância de infecções provocadas pelo zika vírus:  Aedes aegypti, mosquito trans... https://t.co/bIs948F8Nz"
4217,"@oatila É normal esses vírus transmitidos por mosquitos também serem transmissíveis por sêmen,leite materno e sangue como o Zika?"
4218,De dengue a zika: Por que o mosquito Aedes aegypti transmite tantas doenças? https://t.co/2c0Iq949BP
4219,"Você sabe como se proteger do mosquito transmissor da Dengue, Chikungunya e Zika Vírus? https://t.co/zfz6tXcT7R https://t.co/1AGII4tm6l"
4220,"Ptm! Acabei de respirar o mosquito da Zika, odeio qdo isso acontece"
4221,"Gravidez, zika vírus e microcefalia: saiba como se proteger https://t.co/dvRRbtkIpZ"
4222,"Esse novo virus zikA, imagino o mosquito picando e fazendo 'TUM TUM' e já com uma sarrada no ar"
4223,"Não basta o mosquito transmitir dengue e zika, ele pode te passar as duas de uma vez"
4224,"Se a Dilma ficar até 2016,  o mosquito da zika vai chegar em todo Brasil. Praga da Dilma Ramses https://t.co/OQPelDUXa6"
4225,País tem 60 dias para destruir focos de mosquito e evitar explosão de zika https://t.co/zc83MZNPrF
4226,@walterphm @lrbarreto @_gabriel_couto eu to tentando matar uns mosquito da zika aqui que tá pousando na minha cara e vcs?
4227,Gestantes: Epidemia Zika Vírus como evitar contato com os mosquitos #gestantes #gravidez… https://t.co/mwiShZkaHF
4228,"Se a Dilma ficar, vai piorar. Dilma é Ramses do povo brasileiro e trouxe pragas:1) Lama 2) Mosquitos e zika 3) Crise https://t.co/135luZvX1A"
4229,"vivo com um inseticida de lado qualquer mosquito que vejo taco o veneno dele ta ca peste morro de medo de dengue, zika e chikungunya"
4230,@Estadao @webtraderx #foraDilma essa Ramses só ta trazendo pragas pro Brasil: lama mosquito zika crise...
4231,Zika vírus pode ser transmitido de mais 4 formas além de picada de mosquito; conheça https://t.co/8MAzz76c7Z
